job_title,soft_skills,technical_skills
"DIRECTOR, PERSONAL SERVICES EXPENSE CONTROL/HEADCOUNT CONTROL","['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"DIRECTOR, POLICY & AWARENESS","['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
"DIRECTOR, RECRUITMENT STRATEGIES","['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"DIRECTOR, RESEARCH & PROGRAM MONITORING","['large', 'public', 'social', 'equivalent', 'appropriate', 'major']",[]
"DIRECTOR, SNAP CLAIMS AND RECOVERY (SNAP-CR)","['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
"DIRECTOR, SYSTEMS INTEGRATION SERVICES","['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
DISASTER RECOVERY ANALYST,"['related', 'full', 'baccalaureate', 'equivalent', 'enrolled', 'enhancement']",[]
DOE BUSINESS ANALYST,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
DSS QUALITY ASSURANCE DIRECTOR,"['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
DVAP Coordinator,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Dam Safety Civil Engineer,"['professional', 'civil', 'regional', 'national', 'current', 'additional']",[]
Dam Safety Engineer,"['mechanical', 'valid', 'administrative', 'environmental', 'civil', 'chemical']",[]
Data Analyst,"['appropriate', 'public', 'environmental', 'biological', 'physical', 'full']",['analysis']
"Data Analyst Open Data, Data Analytics, and Reporting","['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
"Data Analyst, Bureau of Epidemiology Services","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Data Analyst, Bureau of Mental Health","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Data Analyst, PNA","['baccalaureate', 'urban', 'public', 'full', 'real', 'engagement']",['analysis']
Data Analystâ Racial Profiling and Biased Policing Investigations Unit,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Data Analytics Specialist,"['related', 'full', 'degree', 'equivalent', 'high', 'relevant']","['database', 'data', 'analysis', 'programming', 'software']"
Data Engineer,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Data Entry Clerk, Bureau of Public Health Clinics","['formal', 'enrolled', 'enhancement', 'english', 'environmental', 'epidemic']",[]
"Data Entry/Registration Clerk (Part-Time), Bureau of Public Health Clinics","['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
"Data Entry/Registration Clerk, Bureau of Public Health Clinics","['understand', 'understood', 'simple', 'english', 'formal', 'able']",[]
Data Loss Prevention Engineer,"['related', 'relevant', 'degree', 'particular', 'full', 'digital']",['data']
Data Manager,"['administrative', 'full', 'responsible', 'specialization', 'appropriate', 'equivalent']",[]
Data Policy Analyst,"['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Data Quality Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Data Research Analyst,"['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
Data Scientist,"['appropriate', 'environmental', 'biological', 'public', 'physical', 'full']",['analysis']
Data Specialist,"['assignment', 'additional', 'iii', 'public', 'full', 'related']",[]
"Data Systems Manager, Registration","['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
Data entry clerk,"['clerical', 'high', 'minimum', 'key', 'equivalent', 'educational']",[]
Database Administrator,"['major', 'complex', 'full', 'high', 'educational', 'sixty']","['database', 'data', 'analysis', 'programming', 'software']"
Database Architect,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
Database Developer,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
Department Librarian,"['special', 'individual', 'librarian', 'utilizing', 'full', 'eligible']",[]
Department Librarian (Part-Time),"['special', 'individual', 'librarian', 'utilizing', 'full', 'eligible']",[]
Deputy Bureau Chief - Child Abuse/Sex Crimes Bureau,"['excellent', 'extensive', 'minimum', 'good', 'sexual', 'substantive']",[]
Deputy CISO,"['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
Deputy Chief - E-Discovery,"['analytic', 'best', 'credential', 'required', 'supervisory', 'superior']",[]
Deputy Chief Detective Investigator,"['full', 'criminal', 'high', 'requirement', 'substantial', 'valid']",[]
Deputy Chief Information Officer,"['full', 'engagement', 'english', 'environmental', 'epidemic', 'epidemiologic']",[]
Deputy Chief Inspector of The District Office,"['requirement', 'full', 'technical', 'explosive', 'maximum', 'valid']",[]
Deputy Chief Inspector- Test Writer,"['requirement', 'full', 'technical', 'explosive', 'maximum', 'valid']",[]
Deputy Chief of Construction,"['degree', 'full', 'baccalaureate', 'urban', 'additional', 'minimum']",[]
"Deputy Chief of Facilities, Supplies & Technical Support","['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
Deputy Chief of Fiscal,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
Deputy Chief of Information Technology â Infrastructure & Operations,"['eighteen', 'full', 'responsible', 'managerial', 'administrative', 'equivalent']","['database', 'data']"
Deputy Chief of Staff,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
Deputy Chief of Staff for the Division of HPD Tech,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Deputy Chief of Upstate Water System Capital Design Program,"['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
Deputy Commissioner for Finance,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"Deputy Commissioner, Division of Child Protection","['full', 'social', 'public', 'related', 'large', 'equivalent']",[]
"Deputy Commissioner, Energy Management","['consultative', 'environmental', 'eighteen', 'administrative', 'managerial', 'full']","['analysis', 'data']"
"Deputy Commissioner, Human Resources","['related', 'administrative', 'equivalent', 'managerial', 'human', 'public']",[]
"Deputy Commissioner, Training","['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
"Deputy Commissioner, WDD","['public', 'related', 'urban', 'economic', 'full', 'grant']",[]
"Deputy Commissioner, Wastewater Treatment","['technical', 'laboratory', 'responsible', 'electronic', 'english', 'electromechanical']",[]
Deputy Counsel,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Deputy Director,"['full', 'administrative', 'professional', 'license', 'managerial', 'equivalent']",['analysis']
Deputy Director  Executive,"['english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological', 'equal']",[]
Deputy Director (Specifications),"['mechanical', 'valid', 'administrative', 'environmental', 'civil', 'chemical']",[]
Deputy Director - Long-Range Planning and Policy,"['managerial', 'baccalaureate', 'non', 'equivalent', 'united', 'full']",[]
Deputy Director For Contract Development and Support,"['professional', 'administrative', 'eighteen', 'managerial', 'evaluation', 'public']",[]
Deputy Director Records Management,"['consultative', 'supervisory', 'library', 'administrative', 'managerial', 'related']",[]
Deputy Director for Clean Energy,"['environmental', 'legal', 'full', 'relevant', 'responsible', 'eighteen']",[]
"Deputy Director for the Legal Support Unit, Division of Tenant Resources","['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Deputy Director of Administration,"['full', 'social', 'correctional', 'administrative', 'consultative', 'public']",[]
Deputy Director of Application Development,"['related', 'full', 'equivalent', 'eligible', 'eleventh', 'environmental']",[]
Deputy Director of Budget for the Division of Tenant Resources,"['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
Deputy Director of CRM Application Development,"['related', 'full', 'equivalent', 'enhancement', 'english', 'environmental']",[]
Deputy Director of Central Communications,"['related', 'equivalent', 'high', 'degree', 'environmental', 'english']",[]
Deputy Director of Community Engagement: Affordable Neighborhood Cooperative Program (ANCP),"['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
Deputy Director of Construction Contracts,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Deputy Director of Design Build for Borough Based Jails Program,"['public', 'urban', 'full', 'document', 'economic', 'incentive']",['analysis']
Deputy Director of Ecological Landscape Architecture,"['architectural', 'full', 'valid', 'current', 'january', 'national']",[]
Deputy Director of Enforcement,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Deputy Director of Environmental Planning for the Division of Building and Land Development Services (NYCHA Projects),"['requirement', 'professional', 'individual', 'additional', 'urban', 'iv']",[]
Deputy Director of Financial Management,"['professional', 'managerial', 'administrative', 'supervisory', 'economic', 'fiscal']",['analysis']
Deputy Director of Forensic Biology,"['molecular', 'related', 'entomology', 'scientific', 'forensic', 'equal']",[]
Deputy Director of Intergovernmental Affairs,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Deputy Director of Law Library,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
Deputy Director of Management  Executive,"['enhancement', 'english', 'environmental', 'epidemic', 'epidemiologic', 'epidemiological']",[]
Deputy Director of Occupational Safety and Health Administration (OSHA),"['biological', 'physical', 'public', 'full', 'environmental', 'nycrr']",[]
Deputy Director of Operations,"['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
Deputy Director of PD,"['social', 'administrative', 'child', 'educational', 'mental', 'general']",[]
Deputy Director of Quality Assurance for the Division of Tenant Resources,"['equivalent', 'full', 'urban', 'real', 'related', 'educational']",[]
Deputy Director of Recreation,"['full', 'social', 'inmate', 'public', 'equivalent', 'correctional']",[]
"Deputy Director of Support Services for Budget, Fiscal and Contract Administration","['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
Deputy Director of Systems and Analysis,"['accredited', 'professional', 'full', 'regional', 'national', 'task']",['analysis']
Deputy Director of The Explosives & Entertainment Unit,"['explosive', 'special', 'managerial', 'administrative', 'utilized', 'responsible']",[]
Deputy Director of Training,"['professional', 'economic', 'public', 'fiscal', 'administrative', 'supervisory']",['analysis']
"Deputy Director, Alternative Project Delivery","['managerial', 'administrative', 'high', 'valid', 'large', 'educational']",[]
"Deputy Director, COMPASS","['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
"Deputy Director, COMPASS Elementary","['broad', 'administrative', 'equivalent', 'full', 'high', 'educational']",[]
"Deputy Director, CWOD","['professional', 'public', 'economic', 'national', 'higher', 'fiscal']",['analysis']
"Deputy Director, Data","['full', 'social', 'correctional', 'administrative', 'consultative', 'public']",[]
"Deputy Director, Energy","['consultative', 'environmental', 'administrative', 'related', 'managerial', 'full']","['analysis', 'data']"
"Deputy Director, Investigations","['managerial', 'administrative', 'operational', 'related', 'associate', 'equivalent']",[]
"Deputy Director, Public Information and Engagement Research & Evaluation","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Deputy Director, Research & Performance Management","['professional', 'eighteen', 'administrative', 'consultative', 'supervisory', 'managerial']",[]
"Deputy Director, Strategic Planning","['supervisory', 'high', 'equivalent', 'full', 'commercial', 'overall']",['data']
"Deputy Director, Strategy, Planning & Analysis","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
"Deputy Director, TPM Personnel","['administrative', 'supervisory', 'clerical', 'managerial', 'full', 'moderate']",[]
"Deputy Director, WIOA Equal Opportunity","['professional', 'administrative', 'eighteen', 'managerial', 'evaluation', 'public']",[]
Deputy Division Chief of Engineering,"['mechanical', 'valid', 'administrative', 'environmental', 'civil', 'chemical']",[]
Deputy EEO Officer,"['legal', 'subsequent', 'comparable', 'related', 'united', 'incumbent']",[]
"Deputy Engineer in Charge, Infrastructure","['civil', 'baccalaureate', 'full', 'equal', 'english', 'equivalent']",[]
Deputy General Counsel,"['legal', 'relevant', 'oral', 'incumbent', 'administrative', 'ethical']",[]
Deputy General Counsel - Ethics Officer and Disciplinary Trial Advocate,"['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
"Deputy General Counsel, Capital Programs","['legal', 'administrative', 'subsequent', 'responsible', 'full', 'significant']",[]
Deputy Medical Director,"['valid', 'medical', 'administrative', 'american', 'equivalent', 'appropriate']",[]
Deputy Treasurer,"['administrative', 'supervisory', 'managerial', 'clerical', 'full', 'professional']",['analysis']
Deputy Unit Chief - Brooklyn Central Services,"['full', 'educational', 'equivalent', 'utilizing', 'eligible', 'iii']",['database']
"Deputy Unit Chief, Community Affairs","['appropriate', 'environmental', 'physical', 'biological', 'full', 'probationary']",[]
